Id,Requirement,Package,Project,Status,Satisfied by,Refined by,Derived,Traced,Function (FSA),Parent function,Functional block,Allocated block,Product block,Tests touching chain,Verified by
1.1.1.2,Flight Control system Secure Boot,Berserker System Cybersecurity Requirements,MQ-99 Berserker Functional System Architecture,partial,GAP: no Satisfy,GAP: no Refine,GAP: no DeriveReqt,<- CSA-06 Minimize and Harden Attack Surfaces,Flight Controlller [Allocate ->],GAP: no activity calls the function,Flight Controlller,Allocated Flight Control Computer [Realization <-]; Allocated Flight Power Module [Realization <- (via port 'PowerIn') owner of 'PWRIn'],VECTOR-600 [Realization <-]; PowerGuard NX [Realization <-],GAP: no test case / procedure touches the chain,GAP: no Verify
1.1.1.12,Fuel System Cryptographic Module,Berserker System Cybersecurity Requirements,MQ-99 Berserker Functional System Architecture,partial,GAP: no Satisfy,GAP: no Refine,GAP: no DeriveReqt,<- CSA-03 Secure Transmissions and Communications; <- CSA-04 Protect System's Information from Exploitation; <- CSA-06 Minimize and Harden Attack Surfaces,Fuel Management System [Allocate ->],GAP: no activity calls the function,Fuel Management System,Allocated Fuel Pump [Realization <- (via port 'Vroom Fuel') owner of 'FuelOut'],Currawong CE370 [Realization <-],GAP: no test case / procedure touches the chain,GAP: no Verify
1.1.1.19,Fuel System Maintenance Ports,Berserker System Cybersecurity Requirements,MQ-99 Berserker Functional System Architecture,partial,GAP: no Satisfy,GAP: no Refine,GAP: no DeriveReqt,<- CSA-06 Minimize and Harden Attack Surfaces,Fuel Management System [Allocate ->],GAP: no activity calls the function,Fuel Management System,Allocated Fuel Pump [Realization <- (via port 'Vroom Fuel') owner of 'FuelOut'],Currawong CE370 [Realization <-],GAP: no test case / procedure touches the chain,GAP: no Verify
1.1.1.5,Fuel System Secure Boot,Berserker System Cybersecurity Requirements,MQ-99 Berserker Functional System Architecture,partial,GAP: no Satisfy,GAP: no Refine,GAP: no DeriveReqt,<- CSA-06 Minimize and Harden Attack Surfaces,Fuel Management System [Allocate ->],GAP: no activity calls the function,Fuel Management System,Allocated Fuel Pump [Realization <- (via port 'Vroom Fuel') owner of 'FuelOut'],Currawong CE370 [Realization <-],GAP: no test case / procedure touches the chain,GAP: no Verify
1.1.1.8,Mission Computer Cryptographic Module,Berserker System Cybersecurity Requirements,MQ-99 Berserker Functional System Architecture,partial,GAP: no Satisfy,GAP: no Refine,GAP: no DeriveReqt,<- CSA-03 Secure Transmissions and Communications; <- CSA-06 Minimize and Harden Attack Surfaces; <- CSA-04 Protect System's Information from Exploitation,Executive Control Subsystem [Allocate ->],GAP: no activity calls the function,Executive Control Subsystem,Allocated Communications Controller [Realization <- (via port 'External Comms Port') owner of 'ETH1']; Allocated Nav Controller [Realization <- (via port 'Garmin Port') owner of 'ETH4']; Allocated EO/IR Sensor [Realization <- (via port 'EO/IR Port') owner of 'ETH7'],Elsight Halo Communications System [Realization <-]; Curtiss-Wright Parvus DuraCOR Pi [Realization <-]; Skylock EO/IR Camera System [Realization <-]; SmartEO/IR Pod SX-550 [Realization <-],GAP: no test case / procedure touches the chain,GAP: no Verify
1.1.1.15,Mission Computer Maintenance Ports,Berserker System Cybersecurity Requirements,MQ-99 Berserker Functional System Architecture,partial,GAP: no Satisfy,GAP: no Refine,GAP: no DeriveReqt,<- CSA-06 Minimize and Harden Attack Surfaces,Executive Control Subsystem [Allocate ->],GAP: no activity calls the function,Executive Control Subsystem,Allocated Communications Controller [Realization <- (via port 'External Comms Port') owner of 'ETH1']; Allocated Nav Controller [Realization <- (via port 'Garmin Port') owner of 'ETH4']; Allocated EO/IR Sensor [Realization <- (via port 'EO/IR Port') owner of 'ETH7'],Elsight Halo Communications System [Realization <-]; Curtiss-Wright Parvus DuraCOR Pi [Realization <-]; Skylock EO/IR Camera System [Realization <-]; SmartEO/IR Pod SX-550 [Realization <-],GAP: no test case / procedure touches the chain,GAP: no Verify
1.1.1.1,Mission Computer Secure Boot,Berserker System Cybersecurity Requirements,MQ-99 Berserker Functional System Architecture,partial,GAP: no Satisfy,GAP: no Refine,GAP: no DeriveReqt,<- CSA-06 Minimize and Harden Attack Surfaces,Executive Control Subsystem [Allocate ->],GAP: no activity calls the function,Executive Control Subsystem,Allocated Communications Controller [Realization <- (via port 'External Comms Port') owner of 'ETH1']; Allocated Nav Controller [Realization <- (via port 'Garmin Port') owner of 'ETH4']; Allocated EO/IR Sensor [Realization <- (via port 'EO/IR Port') owner of 'ETH7'],Elsight Halo Communications System [Realization <-]; Curtiss-Wright Parvus DuraCOR Pi [Realization <-]; Skylock EO/IR Camera System [Realization <-]; SmartEO/IR Pod SX-550 [Realization <-],GAP: no test case / procedure touches the chain,GAP: no Verify
1.1.1.10,Navigation System Cryptographic Module,Berserker System Cybersecurity Requirements,MQ-99 Berserker Functional System Architecture,partial,GAP: no Satisfy,GAP: no Refine,GAP: no DeriveReqt,<- CSA-03 Secure Transmissions and Communications; <- CSA-04 Protect System's Information from Exploitation; <- CSA-06 Minimize and Harden Attack Surfaces,Navigation System [Allocate ->],GAP: no activity calls the function,Navigation System,Allocated NAv Power Module [Realization <- (via port 'PowerIn') owner of 'PWRIn'],Power Distribution Unit [Realization <-],GAP: no test case / procedure touches the chain,GAP: no Verify
1.1.1.17,Navigation System Maintenance Ports,Berserker System Cybersecurity Requirements,MQ-99 Berserker Functional System Architecture,partial,GAP: no Satisfy,GAP: no Refine,GAP: no DeriveReqt,<- CSA-06 Minimize and Harden Attack Surfaces,Navigation System [Allocate ->],GAP: no activity calls the function,Navigation System,Allocated NAv Power Module [Realization <- (via port 'PowerIn') owner of 'PWRIn'],Power Distribution Unit [Realization <-],GAP: no test case / procedure touches the chain,GAP: no Verify
1.1.1.3,Navigation System Secure Boot,Berserker System Cybersecurity Requirements,MQ-99 Berserker Functional System Architecture,partial,GAP: no Satisfy,GAP: no Refine,GAP: no DeriveReqt,<- CSA-06 Minimize and Harden Attack Surfaces,Navigation System [Allocate ->],GAP: no activity calls the function,Navigation System,Allocated NAv Power Module [Realization <- (via port 'PowerIn') owner of 'PWRIn'],Power Distribution Unit [Realization <-],GAP: no test case / procedure touches the chain,GAP: no Verify
1.1.1.11,Propulsion System Cryptographic Module,Berserker System Cybersecurity Requirements,MQ-99 Berserker Functional System Architecture,partial,GAP: no Satisfy,GAP: no Refine,GAP: no DeriveReqt,<- CSA-03 Secure Transmissions and Communications; <- CSA-04 Protect System's Information from Exploitation; <- CSA-06 Minimize and Harden Attack Surfaces,Propulsion/Flight System [Allocate ->],GAP: no activity calls the function,Propulsion/Flight System,Allocated Flight Control Computer [Realization <- (via port 'FlightContrl') owner of 'CAN3'],VECTOR-600 [Realization <-],GAP: no test case / procedure touches the chain,GAP: no Verify
1.1.1.18,Propulsion System Maintenance Ports,Berserker System Cybersecurity Requirements,MQ-99 Berserker Functional System Architecture,partial,GAP: no Satisfy,GAP: no Refine,GAP: no DeriveReqt,<- CSA-06 Minimize and Harden Attack Surfaces,Propulsion/Flight System [Allocate ->],GAP: no activity calls the function,Propulsion/Flight System,Allocated Flight Control Computer [Realization <- (via port 'FlightContrl') owner of 'CAN3'],VECTOR-600 [Realization <-],GAP: no test case / procedure touches the chain,GAP: no Verify
1.1.1.4,Propulsion System Secure Boot,Berserker System Cybersecurity Requirements,MQ-99 Berserker Functional System Architecture,partial,GAP: no Satisfy,GAP: no Refine,GAP: no DeriveReqt,<- CSA-06 Minimize and Harden Attack Surfaces,Propulsion/Flight System [Allocate ->],GAP: no activity calls the function,Propulsion/Flight System,Allocated Flight Control Computer [Realization <- (via port 'FlightContrl') owner of 'CAN3'],VECTOR-600 [Realization <-],GAP: no test case / procedure touches the chain,GAP: no Verify
1.1.2,Hardware Bill of Materials,Berserker System Cybersecurity Requirements,MQ-99 Berserker Functional System Architecture,partial,GAP: no Satisfy,GAP: no Refine,GAP: no DeriveReqt,<- CSA-10 Actively Manage System's Configurations to Achieve and Maintain an Operationally relevant Cyber Risk Posture; <- CSA-07 Baseline & Monitor Systems and Detect Anomalies; <- CSA-08 Manage System Performance and Enable Cyberspace Defense,MQ-99 Functional Enterprise [Allocate ->],GAP: no activity calls the function,MQ-99 Functional Enterprise,GAP: no allocated-baseline block realises the functional block,GAP: no product-baseline block realises the allocated block,GAP: no test case / procedure touches the chain,GAP: no Verify
1.1.9,Military GPS Only,Berserker System Cybersecurity Requirements,MQ-99 Berserker Functional System Architecture,partial,GAP: no Satisfy,GAP: no Refine,GAP: no DeriveReqt,<- CSA-06 Minimize and Harden Attack Surfaces,MQ-99 Functional Enterprise [Allocate ->],GAP: no activity calls the function,MQ-99 Functional Enterprise,GAP: no allocated-baseline block realises the functional block,GAP: no product-baseline block realises the allocated block,GAP: no test case / procedure touches the chain,GAP: no Verify
1.1.4,Removal of Software Maintenance and Developmental Tools,Berserker System Cybersecurity Requirements,MQ-99 Berserker Functional System Architecture,partial,GAP: no Satisfy,GAP: no Refine,GAP: no DeriveReqt,<- CSA-06 Minimize and Harden Attack Surfaces,MQ-99 Functional Enterprise [Allocate ->],GAP: no activity calls the function,MQ-99 Functional Enterprise,GAP: no allocated-baseline block realises the functional block,GAP: no product-baseline block realises the allocated block,GAP: no test case / procedure touches the chain,GAP: no Verify
1.1.3,Software Bill of Materials,Berserker System Cybersecurity Requirements,MQ-99 Berserker Functional System Architecture,partial,GAP: no Satisfy,GAP: no Refine,GAP: no DeriveReqt,<- CSA-10 Actively Manage System's Configurations to Achieve and Maintain an Operationally relevant Cyber Risk Posture; <- CSA-07 Baseline & Monitor Systems and Detect Anomalies; <- CSA-08 Manage System Performance and Enable Cyberspace Defense,MQ-99 Functional Enterprise [Allocate ->],GAP: no activity calls the function,MQ-99 Functional Enterprise,GAP: no allocated-baseline block realises the functional block,GAP: no product-baseline block realises the allocated block,GAP: no test case / procedure touches the chain,GAP: no Verify
1.1.10,Software Scanning,Berserker System Cybersecurity Requirements,MQ-99 Berserker Functional System Architecture,partial,GAP: no Satisfy,GAP: no Refine,GAP: no DeriveReqt,<- CSA-06 Minimize and Harden Attack Surfaces,MQ-99 Functional Enterprise [Allocate ->],GAP: no activity calls the function,MQ-99 Functional Enterprise,GAP: no allocated-baseline block realises the functional block,GAP: no product-baseline block realises the allocated block,GAP: no test case / procedure touches the chain,GAP: no Verify
1.4,"Recoverable (Recover, Adapt)",Berserker System Cybersecurity Requirements,MQ-99 Berserker Functional System Architecture,partial,GAP: no Satisfy,GAP: no Refine,GAP: no DeriveReqt,<- HT-54 Restoration; <- CSA-09 Recover System Capabilities; <- CSA-10 Actively Manage System's Configurations to Achieve and Maintain an Operationally relevant Cyber Risk Posture,MQ-99 Functional Enterprise [Allocate ->],GAP: no activity calls the function,MQ-99 Functional Enterprise,GAP: no allocated-baseline block realises the functional block,GAP: no product-baseline block realises the allocated block,GAP: no test case / procedure touches the chain,GAP: no Verify
1.4.2,Maintenance Loading System Capabilities,Berserker System Cybersecurity Requirements,MQ-99 Berserker Functional System Architecture,partial,GAP: no Satisfy,GAP: no Refine,GAP: no DeriveReqt,<- HT-54 Restoration; <- CSA-07 Baseline & Monitor Systems and Detect Anomalies; <- CSA-08 Manage System Performance and Enable Cyberspace Defense; <- CSA-09 Recover System Capabilities,Maintenance Loader [Allocate ->],GAP: no activity calls the function,Maintenance Loader,GAP: no allocated-baseline block realises the functional block,GAP: no product-baseline block realises the allocated block,GAP: no test case / procedure touches the chain,GAP: no Verify
1.4.2.1,Maintenance System Complete Load,Berserker System Cybersecurity Requirements,MQ-99 Berserker Functional System Architecture,partial,GAP: no Satisfy,GAP: no Refine,GAP: no DeriveReqt,<- HT-54 Restoration; <- CSA-09 Recover System Capabilities; <- CSA-10 Actively Manage System's Configurations to Achieve and Maintain an Operationally relevant Cyber Risk Posture,Maintenance Loader [Allocate ->],GAP: no activity calls the function,Maintenance Loader,GAP: no allocated-baseline block realises the functional block,GAP: no product-baseline block realises the allocated block,GAP: no test case / procedure touches the chain,GAP: no Verify
1.4.2.4,Maintenance System Data Dumping Capabilities,Berserker System Cybersecurity Requirements,MQ-99 Berserker Functional System Architecture,partial,GAP: no Satisfy,GAP: no Refine,GAP: no DeriveReqt,<- HT-54 Restoration; <- CSA-07 Baseline & Monitor Systems and Detect Anomalies; <- CSA-08 Manage System Performance and Enable Cyberspace Defense,Maintenance Loader [Allocate ->],GAP: no activity calls the function,Maintenance Loader,GAP: no allocated-baseline block realises the functional block,GAP: no product-baseline block realises the allocated block,GAP: no test case / procedure touches the chain,GAP: no Verify
1.4.2.3,Maintenance System Download,Berserker System Cybersecurity Requirements,MQ-99 Berserker Functional System Architecture,partial,GAP: no Satisfy,GAP: no Refine,GAP: no DeriveReqt,<- HT-54 Restoration; <- CSA-08 Manage System Performance and Enable Cyberspace Defense; <- CSA-07 Baseline & Monitor Systems and Detect Anomalies,Maintenance Loader [Allocate ->],GAP: no activity calls the function,Maintenance Loader,GAP: no allocated-baseline block realises the functional block,GAP: no product-baseline block realises the allocated block,GAP: no test case / procedure touches the chain,GAP: no Verify
1.4.2.2,Maintenance System Partial Load,Berserker System Cybersecurity Requirements,MQ-99 Berserker Functional System Architecture,partial,GAP: no Satisfy,GAP: no Refine,GAP: no DeriveReqt,<- HT-54 Restoration; <- CSA-09 Recover System Capabilities; <- CSA-10 Actively Manage System's Configurations to Achieve and Maintain an Operationally relevant Cyber Risk Posture,Maintenance Loader [Allocate ->],GAP: no activity calls the function,Maintenance Loader,GAP: no allocated-baseline block realises the functional block,GAP: no product-baseline block realises the allocated block,GAP: no test case / procedure touches the chain,GAP: no Verify
1.4.1,Single Maintenance Port,Berserker System Cybersecurity Requirements,MQ-99 Berserker Functional System Architecture,partial,GAP: no Satisfy,GAP: no Refine,GAP: no DeriveReqt,<- HT-54 Restoration; <- CSA-09 Recover System Capabilities; <- CSA-10 Actively Manage System's Configurations to Achieve and Maintain an Operationally relevant Cyber Risk Posture,MQ-99 Berserker Air Vehicle [Allocate ->],GAP: no activity calls the function,MQ-99 Berserker Air Vehicle,GAP: no allocated-baseline block realises the functional block,GAP: no product-baseline block realises the allocated block,GAP: no test case / procedure touches the chain,GAP: no Verify
1.4.1.1,Software Loading,Berserker System Cybersecurity Requirements,MQ-99 Berserker Functional System Architecture,partial,GAP: no Satisfy,GAP: no Refine,GAP: no DeriveReqt,<- HT-54 Restoration; <- CSA-09 Recover System Capabilities; <- CSA-10 Actively Manage System's Configurations to Achieve and Maintain an Operationally relevant Cyber Risk Posture,MQ-99 Berserker Air Vehicle [Allocate ->],GAP: no activity calls the function,MQ-99 Berserker Air Vehicle,GAP: no allocated-baseline block realises the functional block,GAP: no product-baseline block realises the allocated block,GAP: no test case / procedure touches the chain,GAP: no Verify
1.4.1.2,Software Loading Switch,Berserker System Cybersecurity Requirements,MQ-99 Berserker Functional System Architecture,partial,GAP: no Satisfy,GAP: no Refine,GAP: no DeriveReqt,<- HT-54 Restoration; <- CSA-05 Partition and Ensure Critical Functions at Mission Completion Performance Levels; <- CSA-06 Minimize and Harden Attack Surfaces; <- CSA-08 Manage System Performance and Enable Cyberspace Defense,MQ-99 Berserker Air Vehicle [Allocate ->],GAP: no activity calls the function,MQ-99 Berserker Air Vehicle,GAP: no allocated-baseline block realises the functional block,GAP: no product-baseline block realises the allocated block,GAP: no test case / procedure touches the chain,GAP: no Verify
1.4.3,Software Update Timeline,Berserker System Cybersecurity Requirements,MQ-99 Berserker Functional System Architecture,partial,GAP: no Satisfy,GAP: no Refine,GAP: no DeriveReqt,<- HT-54 Restoration; <- CSA-10 Actively Manage System's Configurations to Achieve and Maintain an Operationally relevant Cyber Risk Posture,MQ-99 Functional Enterprise [Allocate ->],GAP: no activity calls the function,MQ-99 Functional Enterprise,GAP: no allocated-baseline block realises the functional block,GAP: no product-baseline block realises the allocated block,GAP: no test case / procedure touches the chain,GAP: no Verify
C-1,Capability Requirement Spec,Capability Requirements,MQ-99 Berserker Functional System Architecture,none,GAP: no Satisfy,GAP: no Refine,GAP: no DeriveReqt,GAP: no Trace,GAP: no Satisfy/Refine/Trace/Allocate to a function or block,GAP: no activity calls the function,GAP: function not allocated to a block,GAP: no allocated-baseline block realises the functional block,GAP: no product-baseline block realises the allocated block,GAP: no test case / procedure touches the chain,GAP: no Verify
MR - C-1.1,Conduct Target Location Tag,Capability Requirements,MQ-99 Berserker Functional System Architecture,partial,Conduct Target Location Tag,GAP: no Refine,GAP: no DeriveReqt,GAP: no Trace,MQ-99 Berserker Air Vehicle [Allocate ->]; Conduct Target Location Tag [Satisfy <-],GAP: no activity calls the function,MQ-99 Berserker Air Vehicle [Allocate ->]; MQ-99 Berserker Air Vehicle,GAP: no allocated-baseline block realises the functional block,GAP: no product-baseline block realises the allocated block,GAP: no test case / procedure touches the chain,GAP: no Verify
C-1.27,Electrical Distribution Requirement,Capability Requirements,MQ-99 Berserker Functional System Architecture,partial,Provide System Power,GAP: no Refine,GAP: no DeriveReqt,GAP: no Trace,MQ-99 Berserker Air Vehicle [Allocate ->]; Provide System Power [Satisfy <-],GAP: no activity calls the function,MQ-99 Berserker Air Vehicle [Allocate ->]; ELINT Sensor [swimlane represents]; 28VDC Power [swimlane represents]; MQ-99 Berserker Air Vehicle,GAP: no allocated-baseline block realises the functional block,GAP: no product-baseline block realises the allocated block,Berserker System Level Operational Flight Test (calls Activity 'Provide System Power'); Operaitonal Power Test (Dependency -> Activity 'Provide System Power'),GAP: no Verify
C-1.30,Establish Navigation  ,Capability Requirements,MQ-99 Berserker Functional System Architecture,partial,Establish Navigation,GAP: no Refine,GAP: no DeriveReqt,GAP: no Trace,MQ-99 Berserker Air Vehicle [Allocate ->]; Establish Navigation [Satisfy <-],GAP: no activity calls the function,MQ-99 Berserker Air Vehicle [Allocate ->]; MQ-99 Berserker Air Vehicle,GAP: no allocated-baseline block realises the functional block,GAP: no product-baseline block realises the allocated block,Berserker System Level Operational Flight Test (calls Activity 'Establish Navigation'); Establish Navigation Operational Test Procedure (Dependency -> Activity 'Establish Navigation'),GAP: no Verify
C-1.29,Final Systems Check,Capability Requirements,MQ-99 Berserker Functional System Architecture,full,Final Systems Check,GAP: no Refine,GAP: no DeriveReqt,GAP: no Trace,MQ-99 Berserker Air Vehicle [Allocate ->]; Final Systems Check [Satisfy <-],Launch UAV [called by (calls 'Final Systems Check')],Executive Control Subsystem [Allocate ->]; MQ-99 Berserker Air Vehicle,Allocated Communications Controller [Realization <- (via port 'External Comms Port') owner of 'ETH1']; Allocated Nav Controller [Realization <- (via port 'Garmin Port') owner of 'ETH4']; Allocated EO/IR Sensor [Realization <- (via port 'EO/IR Port') owner of 'ETH7'],Elsight Halo Communications System [Realization <-]; Curtiss-Wright Parvus DuraCOR Pi [Realization <-]; Skylock EO/IR Camera System [Realization <-]; SmartEO/IR Pod SX-550 [Realization <-],Berserker System Level Operational Flight Test (calls Activity 'Launch UAV'); Launch UAS Op Test Procedure (Dependency -> Activity 'Launch UAV'),GAP: no Verify
MR - C-1.2,Fly to Waypoint,Capability Requirements,MQ-99 Berserker Functional System Architecture,partial,Fly UAS Based on Waypoint Data,GAP: no Refine,GAP: no DeriveReqt,GAP: no Trace,MQ-99 Berserker Air Vehicle [Allocate ->]; Fly UAS Based on Waypoint Data [Satisfy <-],GAP: no activity calls the function,MQ-99 Berserker Air Vehicle [Allocate ->]; MQ-99 Berserker Air Vehicle,GAP: no allocated-baseline block realises the functional block,GAP: no product-baseline block realises the allocated block,Berserker System Level Operational Flight Test (calls Activity 'Fly UAS Based on Waypoint Data'); Operational Semi Autonomous Flight Test Procedure (Dependency -> Activity 'Fly UAS Based on Waypoint Data'); Operational Semi Autonomous Flight Test Procedure (calls Activity 'Fly UAS Based on Waypoint Data'),GAP: no Verify
C-1.33,Mission Computer,Capability Requirements,MQ-99 Berserker Functional System Architecture,partial,GAP: no Satisfy,GAP: no Refine,GAP: no DeriveReqt,GAP: no Trace,MQ-99 Berserker Air Vehicle [Allocate ->],GAP: no activity calls the function,MQ-99 Berserker Air Vehicle,GAP: no allocated-baseline block realises the functional block,GAP: no product-baseline block realises the allocated block,GAP: no test case / procedure touches the chain,GAP: no Verify
C-1.33.6,Mission Computer Autopilot System Direction,Capability Requirements,MQ-99 Berserker Functional System Architecture,none,GAP: no Satisfy,GAP: no Refine,GAP: no DeriveReqt,GAP: no Trace,GAP: no Satisfy/Refine/Trace/Allocate to a function or block,GAP: no activity calls the function,GAP: function not allocated to a block,GAP: no allocated-baseline block realises the functional block,GAP: no product-baseline block realises the allocated block,GAP: no test case / procedure touches the chain,GAP: no Verify
C-1.33.2,Mission Computer Communications System Direction,Capability Requirements,MQ-99 Berserker Functional System Architecture,none,GAP: no Satisfy,GAP: no Refine,GAP: no DeriveReqt,GAP: no Trace,GAP: no Satisfy/Refine/Trace/Allocate to a function or block,GAP: no activity calls the function,GAP: function not allocated to a block,GAP: no allocated-baseline block realises the functional block,GAP: no product-baseline block realises the allocated block,GAP: no test case / procedure touches the chain,GAP: no Verify
C-1.33.1,Mission Computer ELINT Direction,Capability Requirements,MQ-99 Berserker Functional System Architecture,none,GAP: no Satisfy,GAP: no Refine,GAP: no DeriveReqt,GAP: no Trace,GAP: no Satisfy/Refine/Trace/Allocate to a function or block,GAP: no activity calls the function,GAP: function not allocated to a block,GAP: no allocated-baseline block realises the functional block,GAP: no product-baseline block realises the allocated block,GAP: no test case / procedure touches the chain,GAP: no Verify
C-1.33.3,Mission Computer EO/IR System Direction,Capability Requirements,MQ-99 Berserker Functional System Architecture,none,GAP: no Satisfy,GAP: no Refine,GAP: no DeriveReqt,GAP: no Trace,GAP: no Satisfy/Refine/Trace/Allocate to a function or block,GAP: no activity calls the function,GAP: function not allocated to a block,GAP: no allocated-baseline block realises the functional block,GAP: no product-baseline block realises the allocated block,GAP: no test case / procedure touches the chain,GAP: no Verify
C-1.33.4,Mission Computer Electrical System Direction,Capability Requirements,MQ-99 Berserker Functional System Architecture,none,GAP: no Satisfy,GAP: no Refine,GAP: no DeriveReqt,GAP: no Trace,GAP: no Satisfy/Refine/Trace/Allocate to a function or block,GAP: no activity calls the function,GAP: function not allocated to a block,GAP: no allocated-baseline block realises the functional block,GAP: no product-baseline block realises the allocated block,GAP: no test case / procedure touches the chain,GAP: no Verify
C-1.33.9,Mission Computer Engine Controller Direction,Capability Requirements,MQ-99 Berserker Functional System Architecture,none,GAP: no Satisfy,GAP: no Refine,GAP: no DeriveReqt,GAP: no Trace,GAP: no Satisfy/Refine/Trace/Allocate to a function or block,GAP: no activity calls the function,GAP: function not allocated to a block,GAP: no allocated-baseline block realises the functional block,GAP: no product-baseline block realises the allocated block,GAP: no test case / procedure touches the chain,GAP: no Verify
C-1.33.10,Mission Computer Fuel System Direction,Capability Requirements,MQ-99 Berserker Functional System Architecture,none,GAP: no Satisfy,GAP: no Refine,GAP: no DeriveReqt,GAP: no Trace,GAP: no Satisfy/Refine/Trace/Allocate to a function or block,GAP: no activity calls the function,GAP: function not allocated to a block,GAP: no allocated-baseline block realises the functional block,GAP: no product-baseline block realises the allocated block,GAP: no test case / procedure touches the chain,GAP: no Verify
C-1.33.8,Mission Computer Navigation System Direction,Capability Requirements,MQ-99 Berserker Functional System Architecture,none,GAP: no Satisfy,GAP: no Refine,GAP: no DeriveReqt,GAP: no Trace,GAP: no Satisfy/Refine/Trace/Allocate to a function or block,GAP: no activity calls the function,GAP: function not allocated to a block,GAP: no allocated-baseline block realises the functional block,GAP: no product-baseline block realises the allocated block,GAP: no test case / procedure touches the chain,GAP: no Verify
C-1.33.5,Mission Computer Parachute System Direction,Capability Requirements,MQ-99 Berserker Functional System Architecture,none,GAP: no Satisfy,GAP: no Refine,GAP: no DeriveReqt,GAP: no Trace,GAP: no Satisfy/Refine/Trace/Allocate to a function or block,GAP: no activity calls the function,GAP: function not allocated to a block,GAP: no allocated-baseline block realises the functional block,GAP: no product-baseline block realises the allocated block,GAP: no test case / procedure touches the chain,GAP: no Verify
C-1.33.7,Mission Computer Provided Data to the Autopilot,Capability Requirements,MQ-99 Berserker Functional System Architecture,none,GAP: no Satisfy,GAP: no Refine,GAP: no DeriveReqt,GAP: no Trace,GAP: no Satisfy/Refine/Trace/Allocate to a function or block,GAP: no activity calls the function,GAP: function not allocated to a block,GAP: no allocated-baseline block realises the functional block,GAP: no product-baseline block realises the allocated block,GAP: no test case / procedure touches the chain,GAP: no Verify
C-1.33.11,Mission Computer Provided Data to the Fuel System,Capability Requirements,MQ-99 Berserker Functional System Architecture,none,GAP: no Satisfy,GAP: no Refine,GAP: no DeriveReqt,GAP: no Trace,GAP: no Satisfy/Refine/Trace/Allocate to a function or block,GAP: no activity calls the function,GAP: function not allocated to a block,GAP: no allocated-baseline block realises the functional block,GAP: no product-baseline block realises the allocated block,GAP: no test case / procedure touches the chain,GAP: no Verify
C-1.33.13,Mission Computer Provided Data to the Stores Management System,Capability Requirements,MQ-99 Berserker Functional System Architecture,none,GAP: no Satisfy,GAP: no Refine,GAP: no DeriveReqt,GAP: no Trace,GAP: no Satisfy/Refine/Trace/Allocate to a function or block,GAP: no activity calls the function,GAP: function not allocated to a block,GAP: no allocated-baseline block realises the functional block,GAP: no product-baseline block realises the allocated block,GAP: no test case / procedure touches the chain,GAP: no Verify
C-1.33.12,Mission Computer Stores Management System Direction,Capability Requirements,MQ-99 Berserker Functional System Architecture,none,GAP: no Satisfy,GAP: no Refine,GAP: no DeriveReqt,GAP: no Trace,GAP: no Satisfy/Refine/Trace/Allocate to a function or block,GAP: no activity calls the function,GAP: function not allocated to a block,GAP: no allocated-baseline block realises the functional block,GAP: no product-baseline block realises the allocated block,GAP: no test case / procedure touches the chain,GAP: no Verify
C-1.26,Operational Readiness Requirement,Capability Requirements,MQ-99 Berserker Functional System Architecture,partial,Power Up Essential Systems; Run Power Diagnostics,GAP: no Refine,GAP: no DeriveReqt,GAP: no Trace,MQ-99 Berserker Air Vehicle [Allocate ->]; Power Up Essential Systems [Satisfy <-]; Run Power Diagnostics [Satisfy <-],GAP: no activity calls the function,MQ-99 Berserker Air Vehicle [Allocate ->]; MQ-99 Berserker Air Vehicle,GAP: no allocated-baseline block realises the functional block,GAP: no product-baseline block realises the allocated block,Berserker System Level Operational Flight Test (calls Activity 'Run Power Diagnostics'); Berserker System Level Operational Flight Test (calls Activity 'Power Up Essential Systems'); Operaitonal Power Test (Dependency -> Activity 'Run Power Diagnostics'); Power Up Essential Systems Operational Test Procedure (Dependency -> Activity 'Power Up Essential Systems'),GAP: no Verify
C-1.31,Power Diagnostics,Capability Requirements,MQ-99 Berserker Functional System Architecture,partial,Run Power Diagnostics,GAP: no Refine,GAP: no DeriveReqt,GAP: no Trace,MQ-99 Berserker Air Vehicle [Allocate ->]; Run Power Diagnostics [Satisfy <-],GAP: no activity calls the function,MQ-99 Berserker Air Vehicle [Allocate ->]; MQ-99 Berserker Air Vehicle,GAP: no allocated-baseline block realises the functional block,GAP: no product-baseline block realises the allocated block,Berserker System Level Operational Flight Test (calls Activity 'Run Power Diagnostics'); Operaitonal Power Test (Dependency -> Activity 'Run Power Diagnostics'),GAP: no Verify
C-1.28,Power Management Requirement,Capability Requirements,MQ-99 Berserker Functional System Architecture,partial,Provide System Power,GAP: no Refine,GAP: no DeriveReqt,GAP: no Trace,MQ-99 Berserker Air Vehicle [Allocate ->]; Provide System Power [Satisfy <-],GAP: no activity calls the function,MQ-99 Berserker Air Vehicle [Allocate ->]; ELINT Sensor [swimlane represents]; 28VDC Power [swimlane represents]; MQ-99 Berserker Air Vehicle,GAP: no allocated-baseline block realises the functional block,GAP: no product-baseline block realises the allocated block,Berserker System Level Operational Flight Test (calls Activity 'Provide System Power'); Operaitonal Power Test (Dependency -> Activity 'Provide System Power'),GAP: no Verify
